CLNT_ID,NO_SIMF,APPL_ID,AP_PRJ_IDENT,SITE_ID,CLNT_NAME,AD_NAME,AD_FIRST_NAME,STATUS_SIMF,CORR_ADDR,PHONE,FAX,SERVICE,SUBSERVICE,TRANS_TYPE,FREQ,FREQ_PAIR,NUM_STATION,ERP_PWR_DBM,EQ_PWR,GAIN,LOSS,BWIDTH,IB,IP,HDDP,HDLP,ZONA,STN_TYPE,EQUIP_TYPE,BHP,EQ_MFR,TX_EQP_ID,CONFIG_PLZN_CODE,EQ_MDL,ANT_MFR,ANT_MDL,HGT_ANT,AZIM,ELEV_ANGLE,MASTER_PLZN_CODE,EMIS_CLASS_1,STN_NAME,STN_ADDR,CALLSIGN,SID_LONG,SID_LAT,CIRCUIT_LEN,LAT_DEG,LAT_MIN,LAT_SEC,LAT_DIR_IND,LONG_DEG,LONG_MIN,LONG_SEC,LONG_DIR_IND,AREA_OF_SERVICE,MAX_COV_RADIUS,H_ASL,NUM_SETS,CURR_LIC_NUM,APPL_DATE,LICENCE_DATE,VALIDITY_DATE,UMUR_ISR,VILLAGE,CITY,DISTRICT,PROVINCE,SV_ID,SS_ID,TO_APPL_ID,TO_CLNT_ID,LINK_ID,MASA_LAKU,ARCHIV_DATE,TO_SITE_ID,STASIUN_LAWAN,RECEV_TYPE,TO_CALLSIGN,TO_LAT_DEG,TO_LAT_MIN,TO_LAT_SEC,TO_LAT_DIR_IND,TO_LONG_DEG,TO_LONG_MIN,TO_LONG_SEC,TO_LONG_DIR_IND,COST_CAT,AP_REQUEST_TYPE,TGL_QUERY
8071,3413817/1,02008095062024,2024MM130799,0001,"TELEKOMUNIKASI SELULAR, PT.",RIRIEK ADRIANSYAH,RIRIEK,Granted,"GEDUNG TELKOM LANDMARK TOWER MENARA 1 LT.1 ? 20 JL. JENDERAL GATOT SUBROTO KAV. 52, KUNINGAN BARATMAMPANG PRAPATAN KOTA JAKARTA SELATAN DKI JAKARTA 12710",0215240811,-,Fixed Service,PP,Transmitter,6660,7000,1,66.4897,.5,39.5,0,40000,.06,.29,0,0,Z5,,,,NERA,E2255319,H,NERA NL 2008,ANDREW CORPORATION,UHX 6- 65_H,92,177.881255458752,-.615554488753589,H,6G66D7W,BAU006_WAKEAKEA,"BAU006_JL. POROS LOMBE TOLANDONA, DESA WALIKO",,122.6108125,-5.2781875,20.099,5,16,41.475,S,122,36,38.925,E,"BAU006_JL. POROS LOMBE TOLANDONA, DESA WALIKO,BUTON TENGAH,GU,SULAWESI TENGGARA",,,1,,08-NOV-24,08-NOV-24,18-JUN-29,0,WALIKO,BUTON TENGAH,GU,SULAWESI TENGGARA,2,200,02008095062024,8071,15670076,19-JUN-26,,0002,BAU007_Bau-Bau City,,,5,27,35.325,S,122,37,3.225,E,,N,04-MAY-25
8071,0924014/2,02183178072020,2024MM127987,0001,"TELEKOMUNIKASI SELULAR, PT.",RIRIEK ADRIANSYAH,RIRIEK,Granted,"GEDUNG TELKOM LANDMARK TOWER MENARA 1 LT.1 ? 20 JL. JENDERAL GATOT SUBROTO KAV. 52, KUNINGAN BARATMAMPANG PRAPATAN KOTA JAKARTA SELATAN DKI JAKARTA 12710",0215240811,-,Fixed Service,PP,Transmitter,4890,4590,1,59.5897,.5,32.6,0,40000,.06,.29,0,0,Z5,,,,NERA,E2249665,V,NERA_NL-2005_4,ANDREW CORPORATION,HPX4-44_V,68,,,V,4G89D7W,BAU006_Wakeakea,"BAU006_JL. POROS LOMBE TOLANDONA, DESA WALIKO",,122.6108125,-5.2781875,50.687,5,16,41.475,S,122,36,38.925,E,"BAU006_JL. POROS LOMBE TOLANDONA, DESA WALIKO,BUTON TENGAH,GU,SULAWESI TENGGARA",,,1,,05-NOV-24,05-NOV-24,12-JUL-25,0,WALIKO,BUTON TENGAH,GU,SULAWESI TENGGARA,2,200,02183178072020,8071,15658010,12-JUL-25,,0002,RHA004_Labunia,,,4,52,36.525,S,122,49,53.625,E,,N,04-MAY-25
8071,1739805/2,02752099122022,2024MM74951,0001,"TELEKOMUNIKASI SELULAR, PT.",RIRIEK ADRIANSYAH,RIRIEK,Granted,"GEDUNG TELKOM LANDMARK TOWER MENARA 1 LT.1 ? 20 JL. JENDERAL GATOT SUBROTO KAV. 52, KUNINGAN BARATMAMPANG PRAPATAN KOTA JAKARTA SELATAN DKI JAKARTA 12710",0215240811,-,Fixed Service,PP,Transmitter,7442,7603,1,52.34121,.3,31.57,1,28000,.06,.29,0,0,Z5,,,,NEC,E2130731,V,IPASOLINK1000_7GHZ,"NIPPON ELECTRIC CO,LTD (NEC)",ASL2-W71NS_V,60,,,V,7G44D7W,BAU006_BAU006_Wakeakea,"BAU006_JL. POROS LOMBE TOLANDONA, DESA WALIKO",,122.6108125,-5.2781875,11.427,5,16,41.475,S,122,36,38.925,E,"BAU006_JL. POROS LOMBE TOLANDONA, DESA WALIKO,BUTON TENGAH,GU,SULAWESI TENGGARA",,,1,,12-JUN-24,12-JUN-24,18-DEC-27,0,WALIKO,BUTON TENGAH,GU,SULAWESI TENGGARA,2,200,02752099122022,8071,15429152,18-DEC-25,,0002,BAU068_BAU068_Protelindo Kapontori,,,5,15,57.825,S,122,42,47.475,E,,N,04-MAY-25
8071,0488023/3,020388092017,,0002,"TELEKOMUNIKASI SELULAR, PT.",RIRIEK ADRIANSYAH,RIRIEK,Granted,"GEDUNG TELKOM LANDMARK TOWER MENARA 1 LT.1 ? 20 JL. JENDERAL GATOT SUBROTO KAV. 52, KUNINGAN BARATMAMPANG PRAPATAN KOTA JAKARTA SELATAN DKI JAKARTA 12710",0215240811,-,Fixed Service,PP,Transmitter,6880,6540,1,58.5103,.2,39.5,1,40000,.06,.29,0,0,Z5,,,,NERA,E2116652,V,NL-2006_2,ANDREW CORPORATION,HPX6-65_V,42,177.888677546773,-.521582505091103,V,G7WJN,BAU006_WAKEAKEA,"BAU006_DESA WALIKO, KECAMATAN GU, KABUPATEN MUNA  GU  GU",,122.61083056,-5.27801111,20.111,5,16,40.84,S,122,36,38.99,E,"BAU006_DESA WALIKO, KECAMATAN GU, KABUPATEN MUNA  GU  GU,BUTON TENGAH,GU,SULAWESI TENGGARA,WALIKO",,100,1,,29-MAY-24,29-MAY-24,09-SEP-27,0,,BUTON TENGAH,GU,SULAWESI TENGGARA,2,200,020388092017,8071,15401772,10-SEP-25,,0001,BAU007_BAU BAU CITY,,,5,27,35.1,S,122,37,3.22,E,,N,04-MAY-25
00105553,3566444/1,02058329102024,,0002,TELEKOMUNIKASI INDONESIA TBK,,,Granted,JL. GATOT SUBROTO KAV. 52 GRAHA MERAH PUTIH LT. 3MAMPANG PRAPATAN KOTA JAKARTA SELATAN DKI JAKARTA 12790,021-5215445,021-5215457,Fixed Service,PP,Transmitter,7603,7442,1,59.4897,.5,36.5,1,28000,.06,.29,0,0,Z5,,,,NEC Corporation,E2238898,V,NEC iPasolink VR4 Radio Frekuensi,ANDREW CORPORATION,VHLP4-71W_V,45,89.0343804090041,-.603118502422342,V,28M0D7W,BAU006_WAKEAKEA,Desa/Kel. Waliko Kec. Gu Kab. Buton,,122.61893889,-5.28443889,9.867,5,17,3.98,S,122,37,8.18,E,,,,1,02931243-000SU/2620242029,10-DEC-24,10-DEC-24,03-NOV-29,0,WAKEA KEA,BUTON TENGAH,GU,SULAWESI TENGGARA,2,200,02058329102024,00105553,15701597,03-NOV-25,,0001,PSW002_DMT KAMELANTA,,,5,16,58.58,S,122,42,28.57,E,,N,04-MAY-25
909,3709367,02083252032025,2025MM9996,0002,"INDOSAT TBK, PT.",,RESKI,Granted,JALAN MEDAN MERDEKA BARAT NO. 21 RT/RW -GAMBIR KOTA ADM. JAKARTA PUSAT DKI JAKARTA 10110,021-30003001,021-30001385,Fixed Service,PP,Transmitter,14781,,1,49.79932,.01778,40.3,3,28000,.06,.29,0,0,Z5,,,,"Huawei Technologies Co., Ltd.",E2308584,V,Huawei RTN XMC 15G-3 15 GHz,HUAWEI,A15S09HAC_V,40,39.4498764241002,.405563260176108,V,14G8D7W,30BGH0008-BOMBONAWULU_CM,"Bombonawulu, Kec. Gu, Kab. Buton Tengah, Sulawesi Tenggara",,122.5736875,-5.2526875,3.823,5,15,9.675,S,122,34,25.275,E,"Bombonawulu, Kec. Gu, Kab. Buton Tengah, Sulawesi Tenggara,BUTON TENGAH,GU,SULAWESI TENGGARA",,,1,02960104-000SU/2620252030,24-MAR-25,11-APR-25,09-APR-30,0,WATULEA,BUTON TENGAH,GU,SULAWESI TENGGARA,2,200,02083252032025,909,15785619,10-APR-26,,0001,30BGH0017-GU_WATULEA_PL,,,5,13,33.825,S,122,35,44.475,E,,N,04-MAY-25
909,3709367,02083252032025,2025MM9996,0001,"INDOSAT TBK, PT.",,RESKI,Granted,JALAN MEDAN MERDEKA BARAT NO. 21 RT/RW -GAMBIR KOTA ADM. JAKARTA PUSAT DKI JAKARTA 10110,021-30003001,021-30001385,Fixed Service,PP,Transmitter,15271,,1,49.79932,.01778,40.3,3,28000,.06,.29,0,0,Z5,,,,"Huawei Technologies Co., Ltd.",E2308583,V,Huawei RTN XMC 15G-3 15 GHz,HUAWEI,A15S09HAC_V,70,219.447867451039,-.431423088802852,V,15G3D7W,30BGH0017-GU_WATULEA_PL,"WATULEA, KEC. GU, KABUPATEN BUTON, SULAWESI TENGGARA",,122.5956875,-5.2260625,3.823,5,13,33.825,S,122,35,44.475,E,"WATULEA, KEC. GU, KABUPATEN BUTON, SULAWESI TENGGARA,BUTON TENGAH,GU,SULAWESI TENGGARA",,,1,02960105-000SU/2620252030,24-MAR-25,11-APR-25,09-APR-30,0,WATULEA,BUTON TENGAH,GU,SULAWESI TENGGARA,2,200,02083252032025,909,15785619,10-APR-26,,0002,30BGH0008-BOMBONAWULU_CM,,,5,15,9.675,S,122,34,25.275,E,,N,04-MAY-25
4425,3488123,02033863082024,,0001,"TELEKOMUNIKASI INDONESIA, PT.",,,Granted,JL. JEND. GATOT SUBROTO KAV. 52 GD. GRAHA MERAH PUTIH PT. TELKOM LT. 3MAMPANG PRAPATAN KOTA JAKARTA SELATAN DKI JAKARTA 12710,021-5213500,-,Fixed Service,PP,Transmitter,7925.6,8236.92,1,69.8103,.2,46.8,1,29650,.06,.29,0,0,Z5,,,,CERAGON,E2187324,V,CERAGON IP 10 -8,ANDREW CORPORATION,HP12-71W_V,78,24.0598130345873,-.197952375811164,V,G7WJN,WAKEAKEA,"Waliko, Kec. Gu, Kabupaten Buton, Sulawesi Tenggara",,122.61681111,-5.28043611,71.009,5,16,49.57,S,122,37,.52,E,"Waliko, Kec. Gu, Kabupaten Buton, Sulawesi Tenggara,BUTON TENGAH,GU,SULAWESI TENGGARA,WAKEA KEA",,,1,02912282-000SU/2620242029,12-AUG-24,02-SEP-24,01-SEP-29,0,WAKEA KEA,BUTON TENGAH,GU,SULAWESI TENGGARA,2,200,02033863082024,4425,15533549,01-SEP-25,,0002,MALIGANO,,,4,41,40.87,S,122,52,45.08,E,,N,04-MAY-25
4425,3704838,02082550032025,,0002,"TELEKOMUNIKASI INDONESIA, PT.",,,Granted,JL. JEND. GATOT SUBROTO KAV. 52 GD. GRAHA MERAH PUTIH PT. TELKOM LT. 3MAMPANG PRAPATAN KOTA JAKARTA SELATAN DKI JAKARTA 12710,021-5213500,-,Fixed Service,PP,Transmitter,6740,,1,64.27121,.3,39.5,0,40000,.06,.29,0,0,Z5,,,,CERAGON,E2306495,V,CERAGON FIBER AIR IP-10_2,ANDREW CORPORATION,UHX 6- 65_V,78,24.0598130345873,-.198555222102134,V,G7WJN,WAKEAKEA,"Waliko, Kec. Gu, Kabupaten Buton, Sulawesi Tenggara",,122.61681111,-5.28043611,71.009,5,16,49.57,S,122,37,.52,E,"Waliko, Kec. Gu, Kabupaten Buton, Sulawesi Tenggara,BUTON TENGAH,GU,SULAWESI TENGGARA,WAKEA KEA",,,1,02959580-000SU/2620252030,19-MAR-25,08-APR-25,07-APR-30,0,WAKEA KEA,BUTON TENGAH,GU,SULAWESI TENGGARA,2,200,02082550032025,4425,15780673,07-APR-26,,0001,MALIGANO,,,4,41,40.87,S,122,52,45.08,E,,N,04-MAY-25
4425,3704894,02082559032025,,0001,"TELEKOMUNIKASI INDONESIA, PT.",,,Granted,JL. JEND. GATOT SUBROTO KAV. 52 GD. GRAHA MERAH PUTIH PT. TELKOM LT. 3MAMPANG PRAPATAN KOTA JAKARTA SELATAN DKI JAKARTA 12710,021-5213500,-,Fixed Service,PP,Transmitter,7777.35,,1,65.17121,.3,40.4,1,29650,.06,.29,0,0,Z5,,,,CERAGON,E2306554,V,FIBER AIR 7.1 - 8.5 GHZ,ANDREW CORPORATION,VHP6-71W_V,75,181.116976327019,-.560402007035962,V,G7WJN,WAKEAKEA,"Waliko, Kec. Gu, Kabupaten Buton, Sulawesi Tenggara",,122.61681111,-5.28043611,19.757,5,16,49.57,S,122,37,.52,E,"Waliko, Kec. Gu, Kabupaten Buton, Sulawesi Tenggara,BUTON TENGAH,GU,SULAWESI TENGGARA,WAKEA KEA",,,1,02959581-000SU/2620252030,19-MAR-25,08-APR-25,07-APR-30,0,WAKEA KEA,BUTON TENGAH,GU,SULAWESI TENGGARA,2,200,02082559032025,4425,15780768,07-APR-26,,0001,BAUBAU,,,5,27,32.625,S,122,36,47.925,E,,N,04-MAY-25
4425,3704918,02082564032025,,0002,"TELEKOMUNIKASI INDONESIA, PT.",,,Granted,JL. JEND. GATOT SUBROTO KAV. 52 GD. GRAHA MERAH PUTIH PT. TELKOM LT. 3MAMPANG PRAPATAN KOTA JAKARTA SELATAN DKI JAKARTA 12710,021-5213500,-,Fixed Service,PP,Transmitter,7895.95,,1,65.07121,.3,40.3,1,29650,.06,.29,0,0,Z5,,,,CERAGON,E2306614,V,FIBER AIR 7.1 - 8.5 GHZ,ANDREW CORPORATION,HP6-71W_V,75,181.116976327019,-.560402007035962,V,G7WJN,WAKEAKEA,"Waliko, Kec. Gu, Kabupaten Buton, Sulawesi Tenggara",,122.61681111,-5.28043611,19.757,5,16,49.57,S,122,37,.52,E,"Waliko, Kec. Gu, Kabupaten Buton, Sulawesi Tenggara,BUTON TENGAH,GU,SULAWESI TENGGARA,WAKEA KEA",,,1,02959583-000SU/2620252030,19-MAR-25,08-APR-25,07-APR-30,0,WAKEA KEA,BUTON TENGAH,GU,SULAWESI TENGGARA,2,200,02082564032025,4425,15780884,07-APR-26,,0004,BAUBAU,,,5,27,32.625,S,122,36,47.925,E,,N,04-MAY-25
4425,3486992,02033249082024,,0003,"TELEKOMUNIKASI INDONESIA, PT.",,,Granted,JL. JEND. GATOT SUBROTO KAV. 52 GD. GRAHA MERAH PUTIH PT. TELKOM LT. 3MAMPANG PRAPATAN KOTA JAKARTA SELATAN DKI JAKARTA 12710,021-5213500,-,Fixed Service,PP,Transmitter,7836.65,8147.97,1,63.4103,.2,40.4,1,29650,.06,.29,0,0,Z5,,,,CERAGON,E2186985,V,CERAGON IP 10 -8,ANDREW CORPORATION,VHP6-71W_V,75,181.116976327019,-.560234116062666,V,G7WJN,WAKEAKEA,"Waliko, Kec. Gu, Kabupaten Buton, Sulawesi Tenggara",,122.61681111,-5.28043611,19.757,5,16,49.57,S,122,37,.52,E,"Waliko, Kec. Gu, Kabupaten Buton, Sulawesi Tenggara,BUTON TENGAH,GU,SULAWESI TENGGARA,WAKEA KEA",,,1,02910426-000SU/2620242029,12-AUG-24,29-AUG-24,28-AUG-29,0,WAKEA KEA,BUTON TENGAH,GU,SULAWESI TENGGARA,2,200,02033249082024,4425,15532905,28-AUG-25,,0002,TELKOM BAUBAU,,,5,27,32.625,S,122,36,47.925,E,,N,04-MAY-25
4425,3704795,02082549032025,,0002,"TELEKOMUNIKASI INDONESIA, PT.",,,Granted,JL. JEND. GATOT SUBROTO KAV. 52 GD. GRAHA MERAH PUTIH PT. TELKOM LT. 3MAMPANG PRAPATAN KOTA JAKARTA SELATAN DKI JAKARTA 12710,021-5213500,-,Fixed Service,PP,Transmitter,6660,,1,64.27121,.3,39.5,0,40000,.06,.29,0,0,Z5,,,,CERAGON,E2306487,V,CERAGON FIBER AIR IP-10_2,ANDREW CORPORATION,UHX 6- 65_V,78,24.0598130345873,-.198555222102134,V,G7WJN,WAKEAKEA,"Waliko, Kec. Gu, Kabupaten Buton, Sulawesi Tenggara",,122.61681111,-5.28043611,71.009,5,16,49.57,S,122,37,.52,E,"Waliko, Kec. Gu, Kabupaten Buton, Sulawesi Tenggara,BUTON TENGAH,GU,SULAWESI TENGGARA,WAKEA KEA",,,1,02959578-000SU/2620252030,19-MAR-25,08-APR-25,07-APR-30,0,WAKEA KEA,BUTON TENGAH,GU,SULAWESI TENGGARA,2,200,02082549032025,4425,15780660,07-APR-26,,0001,MALIGANO,,,4,41,40.87,S,122,52,45.08,E,,N,04-MAY-25
4425,3486988,02033247082024,,0005,"TELEKOMUNIKASI INDONESIA, PT.",,,Granted,JL. JEND. GATOT SUBROTO KAV. 52 GD. GRAHA MERAH PUTIH PT. TELKOM LT. 3MAMPANG PRAPATAN KOTA JAKARTA SELATAN DKI JAKARTA 12710,021-5213500,-,Fixed Service,PP,Transmitter,7895.95,8207.27,1,63.3103,.2,40.3,1,29650,.06,.29,0,0,Z5,,,,CERAGON,E2187007,V,CERAGON IP 10 -8,ANDREW CORP,HP6-71W-V,75,181.116976327019,-.560234116062666,V,G7WJN,WAKEAKEA,"Waliko, Kec. Gu, Kabupaten Buton, Sulawesi Tenggara",,122.61681111,-5.28043611,19.757,5,16,49.57,S,122,37,.52,E,"Waliko, Kec. Gu, Kabupaten Buton, Sulawesi Tenggara,BUTON TENGAH,GU,SULAWESI TENGGARA,WAKEA KEA",,,1,02910422-000SU/2620242029,12-AUG-24,29-AUG-24,28-AUG-29,0,WAKEA KEA,BUTON TENGAH,GU,SULAWESI TENGGARA,2,200,02033247082024,4425,15532937,28-AUG-25,,0004,TELKOM BAUBAU,,,5,27,32.625,S,122,36,47.925,E,,N,04-MAY-25
4425,3488110,02033861082024,,0002,"TELEKOMUNIKASI INDONESIA, PT.",,,Granted,JL. JEND. GATOT SUBROTO KAV. 52 GD. GRAHA MERAH PUTIH PT. TELKOM LT. 3MAMPANG PRAPATAN KOTA JAKARTA SELATAN DKI JAKARTA 12710,021-5213500,-,Fixed Service,PP,Transmitter,7866.3,8177.62,1,69.8103,.2,46.8,1,29650,.06,.29,0,0,Z5,,,,CERAGON,E2187274,V,CERAGON IP 10 -8,ANDREW CORPORATION,HP12-71W_V,78,24.0598130345873,-.197952375811164,V,G7WJN,WAKEAKEA,"Waliko, Kec. Gu, Kabupaten Buton, Sulawesi Tenggara",,122.61681111,-5.28043611,71.009,5,16,49.57,S,122,37,.52,E,"Waliko, Kec. Gu, Kabupaten Buton, Sulawesi Tenggara,BUTON TENGAH,GU,SULAWESI TENGGARA,WAKEA KEA",,,1,02912280-000SU/2620242029,12-AUG-24,02-SEP-24,01-SEP-29,0,WAKEA KEA,BUTON TENGAH,GU,SULAWESI TENGGARA,2,200,02033861082024,4425,15533436,01-SEP-25,,0004,MALIGANO,,,4,41,40.87,S,122,52,45.08,E,,N,04-MAY-25
00105553,0708740,02012467052019,2019PP002919,0002,TELEKOMUNIKASI INDONESIA TBK,,,Granted,JL. GATOT SUBROTO KAV. 52 GRAHA MERAH PUTIH LT. 3MAMPANG PRAPATAN KOTA JAKARTA SELATAN DKI JAKARTA 12790,021-5215445,021-5215457,Fixed Service,PP,Transmitter,7925.6,8236.92,,63.7897,.50000000000000022,40.8,1,29650,.06,.29,17873,1936,Z5,1,,1887388,NEC,E1455932,H,IPASOLINK1000_8GHZ,ANDREW  CORPORATION,VHLP6-7W_H,40,324.71,-.06,H,G7WJN,BAU006_WAKEAKEA,"JL. POROS TOLANDONO, KEC. GU, KAB. BUTON TENGAH, PROV. SULAWESI TENGGARA",,122.61027778,-5.27833333,17.56,5,16,42,S,122,36,37,E,"JL. POROS TOLANDONO, KEC. GU, KAB. BUTON TENGAH, PROV. SULAWESI TENGGARA, BUTON TENGAH, GU, SULAWESI TENGGARA",,100,1,02109227-000SU/2620192024,23-MAY-19,24-MAY-19,23-MAY-29,5,,BUTON TENGAH,GU,SULAWESI TENGGARA,2,200,02012467052019,00105553,11280481,23-MAY-26,,0001,RHA007_TONGKUNO,Receiver,,5,8,56.4,S,122,31,6.2,E,,N,04-MAY-25
00105553,0636108,024068092018,2018PP002620,0001,TELEKOMUNIKASI INDONESIA TBK,,,Granted,JL. GATOT SUBROTO KAV. 52 GRAHA MERAH PUTIH LT. 3MAMPANG PRAPATAN KOTA JAKARTA SELATAN DKI JAKARTA 12790,021-5215445,021-5215457,Fixed Service,PP,Transmitter,7226,7387,,63.3897,.50000000000000022,40.4,1,28000,.06,.29,17873,1936,Z5,1,,1790519,NEC,E1455931,V,IPASOLINK1000_7GHZ,ANDREW CORPORATION,VHP6-71W_V,40,177.71,-.07,V,G7WJN,BAU006_WAKEAKEA,"JL. POROS TOLANDONO, DESA WALIKO, KEC. GU, KAB. BUTON TENGAH, PROVINSI SULAWESI TENGGARA",,122.61027778,-5.27833333,20.09,5,16,42,S,122,36,37,E,"JL. POROS TOLANDONO, DESA WALIKO, KEC. GU, KAB. BUTON TENGAH, PROVINSI SULAWESI TENGGARA, BUTON TENGAH, GU, SULAWESI TENGGARA",,100,1,02051985-000SU/2620182023,04-SEP-18,10-SEP-18,09-SEP-28,6,,BUTON TENGAH,GU,SULAWESI TENGGARA,2,200,024068092018,00105553,11062982,09-SEP-25,,0002,BAU007_BAU-BAU CITY,Receiver,,5,27,35.5,S,122,37,3.3,E,,N,04-MAY-25
00105553,2303237,02874943062023,1687333448617,0001,TELEKOMUNIKASI INDONESIA TBK,,,Granted,JL. GATOT SUBROTO KAV. 52 GRAHA MERAH PUTIH LT. 3MAMPANG PRAPATAN KOTA JAKARTA SELATAN DKI JAKARTA 12790,021-5215445,021-5215457,Fixed Service,PP,Transmitter,14669,15159,1,63.9515,.32,42.9,1,28000,.06,.29,0,0,Z5,,,,NEC Corporation,E1878170,V,NEC iPasolink VR4 Radio Frekuensi,ANDREW CORPORATION,VHLP4-142_V,45,314.119005649521,2.52489168621717,V,,BAU081_TBG RAHIA,DS. RAHIA KEC.GU KAB.BUTON PROP.SULAWESI TENGGARA,,122.64021,-5.30643,4.522,5,18,23.148,S,122,38,24.756,E,,,100,1,02728234-000SU/2620232028,21-JUN-23,17-JUL-23,15-JUL-28,1,,BUTON TENGAH,GU,SULAWESI TENGGARA,2,200,02874943062023,00105553,14821470,20-JUN-25,,0002,BAU006_WAKEAKEA,,,5,16,41.016,S,122,36,38.988,E,,N,04-MAY-25
00105553,0522124,028322122017,2017PP009587,0002,TELEKOMUNIKASI INDONESIA TBK,,,Granted,JL. GATOT SUBROTO KAV. 52 GRAHA MERAH PUTIH LT. 3MAMPANG PRAPATAN KOTA JAKARTA SELATAN DKI JAKARTA 12790,021-5215445,021-5215457,Fixed Service,PP,Transmitter,7807,8118.32,,63.3897,.50000000000000022,40.4,1,29650,.06,.29,17873,1936,Z5,1,,1886351,NEC,E1455932,H,IPASOLINK1000_8GHZ,ANDREW CORPORATION,VHP6-71W_H,40,325.23,-.06,H,G7WJN,BAU006_WAKEAKEA,"JL. POROS TOLANDONO, DESA WALIKO, KEC. GU, KAB. BUTON, PROVINSI SULAWESI TENGGARA",,122.61027778,-5.27833333,17.29,5,16,42,S,122,36,37,E,"JL. POROS TOLANDONO, DESA WALIKO, KEC. GU, KAB. BUTON, PROVINSI SULAWESI TENGGARA, BUTON TENGAH, GU, SULAWESI TENGGARA",,100,1,01993999-000SU/2620182023,27-DEC-17,10-JAN-18,09-JAN-28,7,,BUTON TENGAH,GU,SULAWESI TENGGARA,2,200,028322122017,00105553,10642131,09-JAN-26,,0001,RHA007_TONGKUNO,Receiver,,5,9,.76,S,122,31,15.46,E,,N,04-MAY-25
00105553,2303237,02874943062023,1687333448617,0002,TELEKOMUNIKASI INDONESIA TBK,,,Granted,JL. GATOT SUBROTO KAV. 52 GRAHA MERAH PUTIH LT. 3MAMPANG PRAPATAN KOTA JAKARTA SELATAN DKI JAKARTA 12790,021-5215445,021-5215457,Fixed Service,PP,Transmitter,15159,14669,1,63.9515,.32,42.9,1,28000,.06,.29,0,0,Z5,,,,NEC Corporation,E1878171,V,NEC iPasolink VR10 Radio Frekuensi,ANDREW CORPORATION,VHLP4-142_V,85,134.121715537905,-2.55545543118364,V,,BAU006_WAKEAKEA,DESA/KEL. WALIKO KEC. GU KAB. BUTON,,122.61083,-5.27806,4.522,5,16,41.016,S,122,36,38.988,E,,,100,1,02728235-000SU/2620232028,21-JUN-23,17-JUL-23,15-JUL-28,1,,BUTON TENGAH,GU,SULAWESI TENGGARA,2,200,02874943062023,00105553,14821470,20-JUN-25,,0001,BAU081_TBG RAHIA,,,5,18,23.148,S,122,38,24.756,E,,N,04-MAY-25
00105553,0372075,029356052016,2016PP001890,0002,TELEKOMUNIKASI INDONESIA TBK,,,Granted,JL. GATOT SUBROTO KAV. 52 GRAHA MERAH PUTIH LT. 3MAMPANG PRAPATAN KOTA JAKARTA SELATAN DKI JAKARTA 12790,021-5215445,021-5215457,Fixed Service,PP,Transmitter,7198,7359,,63.7897,.50000000000000022,40.8,1,28000,.06,.29,17873,1936,Z5,1,,1791556,NEC,E1455931,H,IPASOLINK1000_7GHZ,ANDREW  CORPORATION,VHLP6-7W_H,40,324.71,-.06,H,G7WJN,BAU006_WAKEAKEA,"JL. POROS TOLANDONO, DESA WALIKO, KEC. GU, KAB. BUTON TENGAH, PROVINSI SULAWESI TENGGARA",,122.61027778,-5.27833333,17.56,5,16,42,S,122,36,37,E,"JL. POROS TOLANDONO, DESA WALIKO, KEC. GU, KAB. BUTON TENGAH, PROVINSI SULAWESI TENGGARA, BUTON, GU, SULAWESI TENGGARA",,100,1,01874358-000SU/2620162021,30-MAY-16,01-JUN-16,31-MAY-26,8,,BUTON TENGAH,GU,SULAWESI TENGGARA,2,200,029356052016,00105553,9781414,31-MAY-26,,0001,RHA007_TONGKUNO,,,5,8,56.4,S,122,31,6.2,E,,N,04-MAY-25
00103494,0420496,034323012017,,0004,"PLN (PERSERO), PT.",,,Granted,JL. TRUNOJOYO BLOK M 1 NO.135KEBAYORAN BARU KOTA ADM. JAKARTA SELATAN DKI JAKARTA 12110,021 - 7261122,021 - 7221330,Land Mobile (private),Standard,Transmitter,170.8,170.8,,45.98,25,3,1,16,2.72,.13,23933,2578,Z5,1,BASE,159180,"MOTOROLA COMMUNICATIONS,ELECTRONICS INC",E1466431,V,GM3188,,DEFAULT VHF 3  DB OMNI,15,,,V,F3EJN,BASE STATION PIDIS KANTOR PELAYANAN WATULEA,"JLN. WATULEA, DESA WATULEA, KECAMATAN GU, KAB. BUTON TENGAH",,122.56888889,-5.25558333,30.86,5,15,20.1,S,122,34,8,E,"JLN. WATULEA, DESA WATULEA, KECAMATAN GU, KAB. BUTON TENGAH, BUTON, GU, SULAWESI TENGGARA",25000,10,1,01926536-000SU/2620172022,16-JAN-17,24-JAN-17,23-JAN-27,8,,BUTON TENGAH,GU,SULAWESI TENGGARA,3,300,034323012017,00103494,10216808,23-JAN-26,,0001,BASE STATION PIDIS MAWASANGKA,,,5,16,59.7,S,122,17,29.5,E,,N,04-MAY-25
